timestamp,temperature,humidity
2025-09-09 06:47:48,24.4,65.8
2025-09-09 06:47:50,24.4,66.4
2025-09-09 06:47:52,24.3,66.1
2025-09-09 06:47:54,24.4,66.2
2025-09-09 06:47:57,24.4,66.0
2025-09-09 06:47:59,24.4,66.1
2025-09-09 06:48:01,24.4,66.8
2025-09-09 06:48:03,24.4,66.3
2025-09-09 06:48:06,24.3,66.3
2025-09-09 06:48:12,24.4,66.2
2025-09-09 06:48:17,24.3,66.2
2025-09-09 06:48:19,24.4,66.4
2025-09-09 06:48:21,24.4,66.3
2025-09-09 06:48:24,24.4,66.3
2025-09-09 06:48:26,24.4,66.3
2025-09-09 06:48:28,24.4,66.1
2025-09-09 06:48:33,24.3,66.4
2025-09-09 06:48:35,24.3,66.3
2025-09-09 06:48:37,24.3,66.2
2025-09-09 06:48:40,24.4,66.3
2025-09-09 06:48:42,24.4,66.2
2025-09-09 06:48:46,24.3,66.4
2025-09-09 06:48:49,24.4,66.3
2025-09-09 06:48:51,24.4,66.1
2025-09-09 06:48:53,24.4,66.0
2025-09-09 06:48:55,24.4,66.0
2025-09-09 06:48:58,24.4,66.1
2025-09-09 06:49:00,24.4,66.8
2025-09-09 06:49:02,24.4,66.5
2025-09-09 06:49:04,24.3,65.8
2025-09-09 06:49:07,24.3,66.4
2025-09-09 06:49:09,24.3,67.3
2025-09-09 06:49:11,24.3,66.4
2025-09-09 06:49:13,24.3,66.3
2025-09-09 06:49:16,24.3,66.1
2025-09-09 06:49:18,24.4,66.2
2025-09-09 06:49:20,24.4,66.2
2025-09-09 06:49:22,24.4,66.5
2025-09-09 06:49:25,24.3,66.4
2025-09-09 06:49:27,24.3,66.1
2025-09-09 06:49:29,24.3,66.6
2025-09-09 06:49:31,24.3,66.3
2025-09-09 06:49:34,24.4,67.2
2025-09-09 06:49:36,24.3,66.1
2025-09-09 06:49:38,24.3,66.9
2025-09-09 06:49:40,24.4,66.9
2025-09-09 06:49:43,24.3,66.8
2025-09-09 06:49:45,24.4,66.8
2025-09-09 06:49:47,24.4,66.3
2025-09-09 06:49:49,24.3,66.4
2025-09-09 06:49:52,24.4,66.2
2025-09-09 06:49:54,24.3,66.4
2025-09-09 06:49:56,24.3,66.4
2025-09-09 06:49:58,24.3,66.8
2025-09-09 06:50:01,24.3,66.6
2025-09-09 06:50:03,24.3,66.6
2025-09-09 06:50:05,24.3,66.3
2025-09-09 06:50:07,24.3,66.2
2025-09-09 06:50:10,24.3,66.6
2025-09-09 06:50:12,24.3,66.7
2025-09-09 06:50:14,24.3,66.6
2025-09-09 06:50:16,24.3,66.7
2025-09-09 06:50:19,24.3,65.8
2025-09-09 06:50:21,24.4,66.4
2025-09-09 06:50:23,24.3,66.3
2025-09-09 06:50:25,24.3,66.4
2025-09-09 06:50:28,24.4,66.6
2025-09-09 06:50:30,24.3,66.6
2025-09-09 06:50:32,24.3,66.4
2025-09-09 06:50:34,24.4,67.0
2025-09-09 06:50:37,24.3,66.6
2025-09-09 06:50:39,24.3,66.3
2025-09-09 06:50:41,24.3,66.9
2025-09-09 06:50:43,24.3,66.6
2025-09-09 06:50:46,24.3,66.5
2025-09-09 06:50:48,24.3,66.2
2025-09-09 06:50:50,24.3,66.5
2025-09-09 06:50:52,24.3,66.5
2025-09-09 06:50:55,24.4,66.7
2025-09-09 06:50:57,24.3,66.1
2025-09-09 06:50:59,24.3,66.6
2025-09-09 06:51:01,24.3,66.2
2025-09-09 06:51:04,24.3,66.1
2025-09-09 06:51:06,24.3,66.3
2025-09-09 06:51:08,24.3,66.7
2025-09-09 06:51:10,24.3,66.0
2025-09-09 06:51:13,24.3,66.6
2025-09-09 06:51:15,24.4,66.6
2025-09-09 06:51:17,24.3,66.7
2025-09-09 06:51:19,24.3,66.5
2025-09-09 06:51:22,24.4,66.7
2025-09-09 06:51:24,24.3,66.6
2025-09-09 06:51:26,24.3,66.7
2025-09-09 06:51:28,24.3,66.6
2025-09-09 06:51:31,24.4,66.6
2025-09-09 06:51:33,24.4,66.7
2025-09-09 06:51:35,24.4,66.2
2025-09-09 06:51:37,24.3,66.6
2025-09-09 06:51:40,24.3,66.3
2025-09-09 06:51:42,24.3,66.7
2025-09-09 06:51:44,24.3,66.7
2025-09-09 06:51:47,24.4,67.0
2025-09-09 06:51:49,24.3,66.2
2025-09-09 06:51:51,24.3,66.3
2025-09-09 06:51:53,24.3,66.6
2025-09-09 06:51:56,24.3,66.5
2025-09-09 06:51:58,24.4,66.5
2025-09-09 06:52:00,24.3,66.5
2025-09-09 06:52:02,24.3,66.3
2025-09-09 06:52:05,24.3,66.4
2025-09-09 06:52:07,24.4,66.4
2025-09-09 06:52:09,24.3,66.3
2025-09-09 06:52:11,24.3,66.5
2025-09-09 06:52:14,24.3,66.7
2025-09-09 06:52:16,24.3,66.5
2025-09-09 06:52:18,24.3,66.6
2025-09-09 06:52:20,24.3,66.6
2025-09-09 06:52:23,24.3,66.3
2025-09-09 06:52:25,24.3,66.8
2025-09-09 06:52:27,24.3,66.3
2025-09-09 06:52:29,24.3,66.9
2025-09-09 06:52:32,24.4,66.8
2025-09-09 06:52:34,24.3,66.3
2025-09-09 06:52:36,24.3,66.4
2025-09-09 06:52:41,24.4,66.4
2025-09-09 06:52:43,24.3,66.9
2025-09-09 06:52:45,24.3,67.0
2025-09-09 06:52:47,24.3,66.7
2025-09-09 06:52:50,24.4,66.3
2025-09-09 06:52:52,24.4,67.1
2025-09-09 06:52:54,24.4,66.5
2025-09-09 06:52:56,24.4,66.6
2025-09-09 06:52:59,24.3,66.5
2025-09-09 06:53:01,24.3,66.5
2025-09-09 06:53:03,24.4,66.3
2025-09-09 06:53:05,24.4,66.1
2025-09-09 06:53:08,24.3,66.9
2025-09-09 06:53:10,24.4,66.6
2025-09-09 06:53:12,24.4,66.4
2025-09-09 06:53:14,24.4,66.5
2025-09-09 06:53:17,24.3,66.8
2025-09-09 06:53:19,24.3,66.3
2025-09-09 06:53:21,24.4,66.5
2025-09-09 06:53:23,24.4,65.4
2025-09-09 06:53:26,24.3,66.4
2025-09-09 06:53:28,24.3,67.8
2025-09-09 06:53:30,24.4,66.2
2025-09-09 06:53:32,24.4,66.0
2025-09-09 06:53:35,24.4,66.0
2025-09-09 06:53:37,24.3,66.5
2025-09-09 06:53:39,24.4,66.4
2025-09-09 06:53:41,24.3,66.3
2025-09-09 06:53:44,24.3,66.3
2025-09-09 06:53:46,24.3,66.4
2025-09-09 06:53:48,24.4,66.2
2025-09-09 06:53:50,24.4,66.7
2025-09-09 06:53:53,24.3,66.5
2025-09-09 06:53:55,24.3,66.1
2025-09-09 06:53:57,24.4,67.2
2025-09-09 06:53:59,24.3,66.2
2025-09-09 06:54:02,24.4,66.2
2025-09-09 06:54:04,24.4,67.0
2025-09-09 06:54:06,24.4,66.8
2025-09-09 06:54:08,24.4,66.5
2025-09-09 06:54:11,24.4,66.3
2025-09-09 06:54:13,24.3,66.3
2025-09-09 06:54:15,24.4,66.5
2025-09-09 06:54:17,24.3,66.3
2025-09-09 06:54:20,24.3,65.6
2025-09-09 06:54:22,24.4,66.3
2025-09-09 06:54:24,24.4,66.9
2025-09-09 06:54:26,24.4,66.4
2025-09-09 06:54:29,24.4,66.3
2025-09-09 06:54:31,24.3,66.5
2025-09-09 06:54:33,24.4,66.4
2025-09-09 06:54:35,24.4,67.1
2025-09-09 06:54:38,24.4,66.8
2025-09-09 06:54:40,24.3,66.5
2025-09-09 06:54:42,24.3,66.9
2025-09-09 06:54:44,24.4,66.3
2025-09-09 06:54:47,24.4,66.2
2025-09-09 06:54:49,24.4,66.8
2025-09-09 06:54:51,24.4,66.7
2025-09-09 06:54:53,24.4,65.7
2025-09-09 06:54:56,24.4,66.3
2025-09-09 06:54:58,24.3,66.6
2025-09-09 06:55:00,24.4,66.9
2025-09-09 06:55:02,24.4,66.4
2025-09-09 06:55:05,24.4,66.5
2025-09-09 06:55:07,24.4,66.8
2025-09-09 06:55:09,24.4,66.4
2025-09-09 06:55:12,24.4,66.3
2025-09-09 06:55:14,24.4,66.3
2025-09-09 06:55:16,24.3,66.8
2025-09-09 06:55:18,24.4,66.4
2025-09-09 06:55:21,24.4,66.5
2025-09-09 06:55:23,24.4,66.5
2025-09-09 06:55:25,24.4,66.9
2025-09-09 06:55:27,24.3,66.1
2025-09-09 06:55:30,24.4,67.2
2025-09-09 06:55:32,24.3,66.6
2025-09-09 06:55:34,24.4,65.1
2025-09-09 06:55:36,24.4,66.7
2025-09-09 06:55:39,24.3,66.3
2025-09-09 06:55:41,24.3,66.8
2025-09-09 06:55:43,24.3,66.4
2025-09-09 06:55:45,24.5,66.2
2025-09-09 06:55:48,24.4,66.3
2025-09-09 06:55:50,24.3,66.8
2025-09-09 06:55:52,24.4,66.1
2025-09-09 06:55:54,24.4,66.8
2025-09-09 06:55:57,24.3,66.8
2025-09-09 06:55:59,24.4,67.2
2025-09-09 06:56:01,24.4,66.8
2025-09-09 06:56:03,24.4,66.6
2025-09-09 06:56:06,24.4,66.6
2025-09-09 06:56:08,24.4,67.1
2025-09-09 06:56:10,24.4,66.7
2025-09-09 06:56:12,24.4,66.7
2025-09-09 06:56:15,24.4,66.8
2025-09-09 06:56:17,24.4,66.5
2025-09-09 06:56:19,24.4,66.7
2025-09-09 06:56:21,24.3,65.4
2025-09-09 06:56:24,24.3,66.7
2025-09-09 06:56:26,24.4,66.7
2025-09-09 06:56:28,24.4,66.5
2025-09-09 06:56:30,24.4,66.5
2025-09-09 06:56:33,24.4,66.5
2025-09-09 06:56:35,24.4,66.9
2025-09-09 06:56:37,24.4,65.9
2025-09-09 06:56:39,24.3,66.2
2025-09-09 06:56:42,24.4,67.0
2025-09-09 06:56:44,24.4,66.5
2025-09-09 06:56:46,24.4,66.1
2025-09-09 06:56:48,24.4,66.2
2025-09-09 06:56:51,24.4,66.4
2025-09-09 06:56:53,24.4,66.3
2025-09-09 06:56:55,24.4,66.3
2025-09-09 06:56:57,24.4,66.7
2025-09-09 06:57:00,24.4,65.9
2025-09-09 06:57:02,24.5,66.3
2025-09-09 06:57:04,24.4,66.5
2025-09-09 06:57:06,24.4,66.4
2025-09-09 06:57:09,24.3,66.3
2025-09-09 06:57:11,24.4,66.1
2025-09-09 06:57:13,24.4,66.2
2025-09-09 06:57:15,24.4,66.4
2025-09-09 06:57:18,24.4,66.5
2025-09-09 06:57:20,24.4,66.0
2025-09-09 06:57:22,24.4,66.0
2025-09-09 06:57:24,24.5,66.9
2025-09-09 06:57:27,24.4,66.8
2025-09-09 06:57:29,24.4,66.3
2025-09-09 06:57:31,24.4,66.4
2025-09-09 06:57:33,24.4,66.4
2025-09-09 06:57:36,24.5,65.9
2025-09-09 06:57:38,24.4,66.3
2025-09-09 06:57:40,24.4,66.3
2025-09-09 06:57:42,24.3,65.8
2025-09-09 06:57:45,24.4,66.1
2025-09-09 06:57:47,24.4,66.1
2025-09-09 06:57:49,24.4,66.3
2025-09-09 06:57:51,24.4,66.5
2025-09-09 06:57:54,24.4,66.6
2025-09-09 06:57:56,24.4,66.6
2025-09-09 06:57:58,24.4,66.2
2025-09-09 06:58:00,24.4,66.5
2025-09-09 06:58:03,24.4,66.4
2025-09-09 06:58:05,24.4,66.0
2025-09-09 06:58:07,24.4,67.0
2025-09-09 06:58:09,24.4,66.3
2025-09-09 06:58:12,24.4,67.0
2025-09-09 06:58:14,24.4,65.7
2025-09-09 06:58:16,24.4,66.4
2025-09-09 06:58:18,24.5,66.4
2025-09-09 06:58:21,24.4,65.8
2025-09-09 06:58:23,24.4,66.3
2025-09-09 06:58:25,24.4,66.6
2025-09-09 06:58:27,24.4,66.7
2025-09-09 06:58:30,24.4,66.5
2025-09-09 06:58:32,24.4,67.2
2025-09-09 06:58:34,24.4,66.7
2025-09-09 06:58:36,24.4,66.6
2025-09-09 06:58:39,24.4,66.5
2025-09-09 06:58:41,24.4,66.5
2025-09-09 06:58:43,24.4,66.9
2025-09-09 06:58:45,24.4,66.1
2025-09-09 06:58:48,24.4,66.6
2025-09-09 06:58:50,24.4,66.5
2025-09-09 06:58:52,24.4,65.8
2025-09-09 06:58:54,24.4,66.1
2025-09-09 06:58:57,24.4,66.5
2025-09-09 06:58:59,24.5,65.2
2025-09-09 06:59:01,24.4,65.8
2025-09-09 06:59:03,24.4,66.2
2025-09-09 06:59:06,24.4,66.7
2025-09-09 06:59:08,24.5,66.5
2025-09-09 06:59:10,24.4,66.0
2025-09-09 06:59:12,24.4,67.0
2025-09-09 06:59:15,24.4,66.3
2025-09-09 06:59:17,24.5,65.8
2025-09-09 06:59:19,24.5,66.4
2025-09-09 06:59:21,24.4,65.9
2025-09-09 06:59:24,24.4,66.6
2025-09-09 06:59:26,24.4,66.3
2025-09-09 06:59:28,24.4,66.4
2025-09-09 06:59:30,24.4,66.0
2025-09-09 06:59:33,24.4,66.3
2025-09-09 06:59:35,24.5,66.0
2025-09-09 06:59:37,24.4,66.5
2025-09-09 06:59:39,24.4,66.3
2025-09-09 06:59:42,24.4,66.4
2025-09-09 06:59:44,24.3,66.3
2025-09-09 06:59:46,24.4,66.9
2025-09-09 06:59:48,24.4,66.3
2025-09-09 06:59:51,24.5,66.6
2025-09-09 06:59:53,24.4,66.4
2025-09-09 06:59:55,24.4,66.4
2025-09-09 06:59:57,24.4,66.5
2025-09-09 07:00:00,24.4,66.5
2025-09-09 07:00:02,24.3,66.3
2025-09-09 07:00:04,24.5,66.6
2025-09-09 07:00:06,24.4,66.5
2025-09-09 07:00:09,24.4,66.6
2025-09-09 07:00:11,24.4,66.6
2025-09-09 07:00:13,24.4,66.6
2025-09-09 07:00:15,24.4,65.8
2025-09-09 07:00:18,24.4,66.5
2025-09-09 07:00:20,24.4,66.2
2025-09-09 07:00:22,24.4,66.8
2025-09-09 07:00:25,24.5,66.7
2025-09-09 07:00:27,24.3,66.7
2025-09-09 07:00:29,24.5,66.5
2025-09-09 07:00:31,24.4,66.5
2025-09-09 07:00:34,24.4,66.1
2025-09-09 07:00:36,24.4,66.7
2025-09-09 07:00:38,24.4,66.4
2025-09-09 07:00:40,24.4,66.2
2025-09-09 07:00:43,24.4,66.4
2025-09-09 07:00:45,24.4,66.1
2025-09-09 07:00:47,24.4,66.4
2025-09-09 07:00:49,24.5,66.4
2025-09-09 07:00:52,24.5,66.3
2025-09-09 07:00:54,24.4,66.3
2025-09-09 07:00:56,24.4,65.9
2025-09-09 07:00:58,24.4,66.7
2025-09-09 07:01:01,24.4,66.4
2025-09-09 07:01:03,24.4,66.6
2025-09-09 07:01:05,24.4,66.2
2025-09-09 07:01:07,24.4,66.4
2025-09-09 07:01:10,24.5,65.6
2025-09-09 07:01:12,24.5,66.3
2025-09-09 07:01:14,24.4,66.1
2025-09-09 07:01:16,24.4,66.2
2025-09-09 07:01:19,24.4,66.4
2025-09-09 07:01:23,24.4,65.5
2025-09-09 07:01:28,24.4,66.7
2025-09-09 07:01:30,24.4,66.6
2025-09-09 07:01:32,24.4,66.4
2025-09-09 07:01:34,24.4,66.3
2025-09-09 07:01:37,24.4,66.3
2025-09-09 07:01:39,24.5,66.4
2025-09-09 07:01:41,24.4,66.4
2025-09-09 07:01:43,24.4,66.3
2025-09-09 07:01:46,24.4,66.3
2025-09-09 07:01:48,24.4,66.7
2025-09-09 07:01:50,24.5,66.3
2025-09-09 07:01:52,24.5,66.2
2025-09-09 07:01:55,24.4,66.2
2025-09-09 07:01:57,24.4,66.7
2025-09-09 07:01:59,24.4,66.3
2025-09-09 07:02:01,24.5,66.6
2025-09-09 07:02:04,24.5,66.3
2025-09-09 07:02:06,24.4,66.5
2025-09-09 07:02:08,24.4,66.5
2025-09-09 07:02:10,24.4,66.0
2025-09-09 07:02:13,24.5,66.1
2025-09-09 07:02:15,24.5,66.1
2025-09-09 07:02:17,24.5,66.1
2025-09-09 07:02:22,24.4,65.9
2025-09-09 07:02:24,24.5,66.2
2025-09-09 07:02:26,24.5,65.9
2025-09-09 07:02:28,24.4,66.5
2025-09-09 07:02:31,24.4,66.2
2025-09-09 07:02:33,24.4,66.1
2025-09-09 07:02:35,24.5,66.3
2025-09-09 07:02:37,24.4,66.6
2025-09-09 07:02:40,24.5,66.0
2025-09-09 07:02:42,24.5,66.7
2025-09-09 07:02:44,24.4,65.7
2025-09-09 07:02:46,24.4,66.2
2025-09-09 07:02:49,24.4,66.1
2025-09-09 07:02:51,24.5,66.4
2025-09-09 07:02:53,24.5,66.0
2025-09-09 07:02:55,24.5,66.7
2025-09-09 07:02:58,24.5,66.1
2025-09-09 07:03:00,24.4,66.6
2025-09-09 07:03:02,24.4,66.5
2025-09-09 07:03:04,24.5,66.6
2025-09-09 07:03:07,24.4,66.5
2025-09-09 07:03:09,24.4,66.2
2025-09-09 07:03:11,24.4,66.3
2025-09-09 07:03:13,24.5,67.1
2025-09-09 07:03:16,24.4,66.7
2025-09-09 07:03:18,24.4,66.5
2025-09-09 07:03:20,24.5,66.4
2025-09-09 07:03:22,24.5,66.6
2025-09-09 07:03:25,24.4,66.2
2025-09-09 07:03:27,24.5,65.7
2025-09-09 07:03:29,24.4,65.7
2025-09-09 07:03:31,24.4,66.3
2025-09-09 07:03:34,24.4,66.2
2025-09-09 07:03:36,24.4,66.2
2025-09-09 07:03:38,24.4,66.4
2025-09-09 07:03:40,24.4,66.3
2025-09-09 07:03:43,24.4,66.5
2025-09-09 07:03:45,24.4,66.4
2025-09-09 07:03:47,24.4,66.1
2025-09-09 07:03:49,24.4,66.2
2025-09-09 07:03:52,24.4,66.3
2025-09-09 07:03:54,24.4,65.4
2025-09-09 07:03:56,24.4,65.6
2025-09-09 07:03:58,24.4,66.4
2025-09-09 07:04:01,24.4,66.3
2025-09-09 07:04:03,24.4,66.5
2025-09-09 07:04:07,24.3,66.1
2025-09-09 07:04:10,24.4,66.3
2025-09-09 07:04:12,24.4,66.3
2025-09-09 07:04:14,24.4,66.4
2025-09-09 07:04:16,24.4,66.2
2025-09-09 07:04:19,24.4,66.3
2025-09-09 07:04:21,24.4,66.3
2025-09-09 07:04:23,24.4,66.4
2025-09-09 07:04:25,24.4,66.3
2025-09-09 07:04:28,24.4,66.5
2025-09-09 07:04:30,24.4,66.0
2025-09-09 07:04:32,24.4,66.9
2025-09-09 07:04:34,24.3,66.7
2025-09-09 07:04:37,24.4,66.2
2025-09-09 07:04:39,24.4,65.9
2025-09-09 07:04:41,24.3,66.5
2025-09-09 07:04:43,24.3,66.7
2025-09-09 07:04:46,24.4,67.6
2025-09-09 07:04:48,24.4,66.5
2025-09-09 07:04:50,24.3,66.3
2025-09-09 07:04:52,24.3,66.1
2025-09-09 07:04:55,24.3,66.3
2025-09-09 07:04:57,24.4,66.3
2025-09-09 07:04:59,24.3,66.7
2025-09-09 07:05:02,24.4,66.2
2025-09-09 07:05:04,24.3,66.5
2025-09-09 07:05:06,24.3,66.2
2025-09-09 07:05:08,24.3,65.9
2025-09-09 07:05:11,24.3,66.3
2025-09-09 07:05:13,24.3,66.7
2025-09-09 07:05:15,24.4,67.0
2025-09-09 07:05:17,24.3,66.2
2025-09-09 07:05:20,24.4,66.3
2025-09-09 07:05:22,24.3,66.3
2025-09-09 07:05:24,24.4,66.9
2025-09-09 07:05:26,24.4,66.3
2025-09-09 07:05:29,24.3,66.9
2025-09-09 07:05:31,24.3,66.5
2025-09-09 07:05:33,24.4,67.1
2025-09-09 07:05:35,24.3,67.3
2025-09-09 07:05:38,24.4,66.3
2025-09-09 07:05:40,24.4,66.2
2025-09-09 07:05:42,24.4,66.6
2025-09-09 07:05:44,24.3,66.8
2025-09-09 07:05:47,24.3,66.6
2025-09-09 07:05:49,24.4,66.9
2025-09-09 07:05:51,24.4,67.0
2025-09-09 07:05:53,24.4,66.7
2025-09-09 07:05:56,24.4,66.5
2025-09-09 07:05:58,24.4,66.2
2025-09-09 07:06:00,24.4,67.0
2025-09-09 07:06:02,24.3,66.6
2025-09-09 07:06:05,24.4,66.4
2025-09-09 07:06:07,24.4,66.2
2025-09-09 07:06:09,24.4,66.4
2025-09-09 07:06:11,24.4,67.0
2025-09-09 07:06:14,24.4,66.8
2025-09-09 07:06:16,24.4,66.6
2025-09-09 07:06:18,24.4,66.5
2025-09-09 07:06:20,24.3,66.3
2025-09-09 07:06:23,24.3,66.0
2025-09-09 07:06:25,24.4,66.2
2025-09-09 07:06:27,24.3,66.5
2025-09-09 07:06:29,24.3,66.4
2025-09-09 07:06:32,24.3,66.4
2025-09-09 07:06:34,24.4,66.8
2025-09-09 07:06:36,24.3,66.5
2025-09-09 07:06:38,24.4,66.6
2025-09-09 07:06:41,24.3,66.2
2025-09-09 07:06:43,24.4,66.8
2025-09-09 07:06:45,24.4,65.7
2025-09-09 07:06:47,24.4,66.8
2025-09-09 07:06:50,24.3,66.8
2025-09-09 07:06:52,24.3,66.5
2025-09-09 07:06:54,24.4,67.0
2025-09-09 07:06:56,24.3,67.1
2025-09-09 07:06:59,24.3,66.6
2025-09-09 07:07:01,24.3,66.9
2025-09-09 07:07:03,24.3,66.8
2025-09-09 07:07:05,24.4,66.8
2025-09-09 07:07:08,24.3,66.6
2025-09-09 07:07:10,24.3,66.5
2025-09-09 07:07:12,24.3,66.7
2025-09-09 07:07:14,24.4,65.8
2025-09-09 07:07:21,24.3,66.0
2025-09-09 07:07:23,24.4,66.1
2025-09-09 07:07:26,24.3,66.3
2025-09-09 07:07:28,24.3,66.7
2025-09-09 07:07:30,24.4,66.7
2025-09-09 07:07:32,24.3,66.3
2025-09-09 07:07:35,24.3,66.4
2025-09-09 07:07:37,24.3,66.8
2025-09-09 07:07:39,24.3,66.4
2025-09-09 07:07:41,24.3,66.4
2025-09-09 07:07:44,24.3,66.9
2025-09-09 07:07:46,24.3,66.1
2025-09-09 07:07:48,24.3,66.5
2025-09-09 07:07:50,24.3,66.6
2025-09-09 07:07:53,24.4,66.6
2025-09-09 07:07:55,24.3,66.8
2025-09-09 07:07:57,24.2,66.1
2025-09-09 07:07:59,24.2,66.0
2025-09-09 07:08:02,24.3,66.7
2025-09-09 07:08:04,24.3,65.8
2025-09-09 07:08:06,24.3,66.8
2025-09-09 07:08:08,24.3,66.7
2025-09-09 07:08:11,24.3,66.8
2025-09-09 07:08:13,24.3,66.7
2025-09-09 07:08:15,24.4,66.9
2025-09-09 07:08:17,24.3,66.8
2025-09-09 07:08:20,24.3,66.6
2025-09-09 07:08:22,24.3,66.6
2025-09-09 07:08:24,24.3,66.2
2025-09-09 07:08:26,24.3,66.8
2025-09-09 07:08:29,24.3,68.3
2025-09-09 07:08:31,24.3,68.0
2025-09-09 07:08:33,24.3,67.4
2025-09-09 07:08:35,24.3,67.3
2025-09-09 07:08:38,24.3,67.2
2025-09-09 07:08:40,24.3,67.0
2025-09-09 07:08:42,24.4,66.2
